id,id_str,screen_name,location,description,url,followers_count,friends_count,listedcount,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
2579497028,2579497028,poem_exe,None,micropoetry // a bot by @inky,https://t.co/PdagJGqVMR,10014,27,326,6/21/2014 0:14,0,FALSE,14473,en-gb,"Status(in_reply_to_user_id=None, place=None, id_str='841273861727539200', coordinates=None, retweet_count=2, lang='en', source_url='https://twitter.com/poem_exe', in_reply_to_screen_name=None, in_reply_to_user_id_str=None, _json={'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, 'place': None, 'id_str': '841273861727539200', 'retweet_count': 2, 'lang': 'en', 'in_reply_to_screen_name': None, 'in_reply_to_user_id_str': None, 'is_quote_status': False, 'created_at': 'Mon Mar 13 13:04:53 +0000 2017', 'retweeted': False, 'favorite_count': 14, 'id': 841273861727539200, 'in_reply_to_status_id_str': None, 'truncated': False, 'geo': None, 'favorited': False, 'contributors': None, 'source': '<a href=""https://twitter.com/poem_exe"" rel=""nofollow"">poem.exe</a>', 'in_reply_to_status_id': None, 'text': ""the moon is cool \nmy path has vanished\na pelican's glide"", 'coordinates': None, 'in_reply_to_user_id': None}, is_quote_status=False, in_reply_to_status_id_str=None, _api=<tweepy.api.API object at 0x0000021DA3D58518>, entities={'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, favorite_count=14, id=841273861727539200, created_at=datetime.datetime(2017, 3, 13, 13, 4, 53), truncated=False, geo=None, favorited=False, contributors=None, source='poem.exe', text=""the moon is cool \nmy path has vanished\na pelican's glide"", retweeted=False, in_reply_to_status_id=None)",FALSE,FALSE,TRUE,poem.exe,1
101311381,101311381,iamsrk,None,None,http://t.co/rgTV59DRJ7,23763283,81,29416,1/2/2010 20:55,14,TRUE,56274,en,"Status(contributors=None, truncated=False, text=u'And the little one spreads the spirit of Holi with little Legos. As long as the happy colours colour us\u2026 https://t.co/wAhbbTam7k', is_quote_status=False, in_reply_to_status_id=None, id=841274749506449408, favorite_count=5539, _api=<tweepy.api.API object at 0x104120390>, source=u'Tweetbot for i\u039fS', _json={u'contributors': None, u'truncated': False, u'text': u'And the little one spreads the spirit of Holi with little Legos. As long as the happy colours colour us\u2026 https://t.co/wAhbbTam7k', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841274749506449408, u'favorite_count': 5539, u'source': u'<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i\u039fS</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/iamsrk/status/841274749506449408/photo/1', u'display_url': u'pic.twitter.com/wAhbbTam7k', u'url': u'https://t.co/wAhbbTam7k', u'media_url_https': u'https://pbs.twimg.com/media/C6zO7C4WYAAkP8E.jpg', u'id_str': u'841274744192262144', u'sizes': {u'large': {u'h': 1936, u'resize': u'fit', u'w': 1452}, u'small': {u'h': 680, u'resize': u'fit', u'w': 510}, u'medium': {u'h': 1200, u'resize': u'fit', u'w': 900}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [105, 128], u'type': u'photo', u'id': 841274744192262144, u'media_url': u'http://pbs.twimg.com/media/C6zO7C4WYAAkP8E.jpg'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 1560, u'id_str': u'841274749506449408', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Mon Mar 13 13:08:25 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None, u'extended_entities': {u'media': [{u'expanded_url': u'https://twitter.com/iamsrk/status/841274749506449408/photo/1', u'display_url': u'pic.twitter.com/wAhbbTam7k', u'url': u'https://t.co/wAhbbTam7k', u'media_url_https': u'https://pbs.twimg.com/media/C6zO7C4WYAAkP8E.jpg', u'id_str': u'841274744192262144', u'sizes': {u'large': {u'h': 1936, u'resize': u'fit', u'w': 1452}, u'small': {u'h': 680, u'resize': u'fit', u'w': 510}, u'medium': {u'h': 1200, u'resize': u'fit', u'w': 900}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [105, 128], u'type': u'photo', u'id': 841274744192262144, u'media_url': u'http://pbs.twimg.com/media/C6zO7C4WYAAkP8E.jpg'}]}}, coordinates=None, entities={u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/iamsrk/status/841274749506449408/photo/1', u'display_url': u'pic.twitter.com/wAhbbTam7k', u'url': u'https://t.co/wAhbbTam7k', u'media_url_https': u'https://pbs.twimg.com/media/C6zO7C4WYAAkP8E.jpg', u'id_str': u'841274744192262144', u'sizes': {u'large': {u'h': 1936, u'resize': u'fit', u'w': 1452}, u'small': {u'h': 680, u'resize': u'fit', u'w': 510}, u'medium': {u'h': 1200, u'resize': u'fit', u'w': 900}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [105, 128], u'type': u'photo', u'id': 841274744192262144, u'media_url': u'http://pbs.twimg.com/media/C6zO7C4WYAAkP8E.jpg'}]}, in_reply_to_screen_name=None, id_str=u'841274749506449408', retweet_count=1560, in_reply_to_user_id=None, favorited=False, source_url=u'http://tapbots.com/tweetbot', geo=None, in_reply_to_user_id_str=None, possibly_sensitive=False, lang=u'en', created_at=datetime.datetime(2017, 3, 13, 13, 8, 25), in_reply_to_status_id_str=None, place=None, extended_entities={u'media': [{u'expanded_url': u'https://twitter.com/iamsrk/status/841274749506449408/photo/1', u'display_url': u'pic.twitter.com/wAhbbTam7k', u'url': u'https://t.co/wAhbbTam7k', u'media_url_https': u'https://pbs.twimg.com/media/C6zO7C4WYAAkP8E.jpg', u'id_str': u'841274744192262144', u'sizes': {u'large': {u'h': 1936, u'resize': u'fit', u'w': 1452}, u'small': {u'h': 680, u'resize': u'fit', u'w': 510}, u'medium': {u'h': 1200, u'resize': u'fit', u'w': 900}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [105, 128], u'type': u'photo', u'id': 841274744192262144, u'media_url': u'http://pbs.twimg.com/media/C6zO7C4WYAAkP8E.jpg'}]}, retweeted=False)",FALSE,FALSE,FALSE,Shah Rukh Khan,0
3299611091,3299611091,emojitoemoji,None,a bot by @inky // source: https://t.co/MJyd6NkYaf,http://t.co/PdagJGIwEp,93,0,24,Tue May 26 18:23:01 +0000 2015,0,FALSE,5145,en,"{u'contributors': None, u'truncated': False, u'text': u'\U0001f47b\u270b \u2702\U0001f480', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 840994534041477120, u'favorite_count': 0, u'source': u'<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'840994534041477120', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'und', u'created_at': u'Sun Mar 12 18:34:56 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",FALSE,FALSE,FALSE,[face] to [face],1
2293090974,2293090974,uzmani90,"Pittsburgh, PA, USA","Engineer, Musician, Maker.",http://t.co/aM6nBA5A0s,93,272,0,Wed Jan 15 18:22:15 +0000 2014,0,FALSE,0,en,None,TRUE,FALSE,FALSE,M. Haris Usmani,0
7.96E+17,7.96E+17,EffDonaldTrump,None,FUCK DONALD TRUMP,https://t.co/uHGJ0MYJVh,22,1,9,Wed Nov 09 22:27:45 +0000 2016,0,FALSE,3868,en,"{'created_at': 'Mon Mar 13 20:24:57 +0000 2017', 'id': 841384609849962496, 'id_str': '841384609849962496', 'text': 'Fuck Donald Trump!!!', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,EffDonaldTrump,1
2520676766,2520676766,zeiseema,#botALLY,"New words, by @derekarnold",http://t.co/j5PLRTuRiq,136,2,14,Sat May 24 15:06:29 +0000 2014,0,FALSE,5684,en,"{u'contributors': None, u'truncated': False, u'text': u'ihethain', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 813878142880415748, u'favorite_count': 0, u'source': u'<a href=""http://derekarnold.net"" rel=""nofollow"">pwgenA0</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'813878142880415748', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'hi', u'created_at': u'Tue Dec 27 22:44:05 +0000 2016', u'in_reply_to_status_id_str': None, u'place': None}",FALSE,FALSE,FALSE,zeiseema,1
8.29E+17,8.29E+17,HatawayDavies,None,Zagreb School of Economics and Management is the top business school in Croatia. Providing ou with education and the best business news inone plac!,None,3,28,0,Tue Feb 07 19:57:58 +0000 2017,60,FALSE,96,en,"{""created_at"": ""Mon Mar 13 02:57:50 +0000 2017"", ""hashtags"": [], ""id"": 841121092462862340, ""id_str"": ""841121092462862340"", ""lang"": ""en"", ""retweet_count"": 1124, ""retweeted_status"": {""created_at"": ""Mon Mar 13 02:26:31 +0000 2017"", ""favorite_count"": 384, ""hashtags"": [], ""id"": 841113211508281344, ""id_str"": ""841113211508281344"", ""lang"": ""en"", ""retweet_count"": 1124, ""source"": ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"", ""text"": ""For great book promotion follow @tweetyournovel @books2delight @BookTweepz @BookBuzzers @TweetYourBooks @AuthorBookBoost @WriteIntoPrint"", ""urls"": [], ""user_mentions"": [{""id"": 287285192, ""name"": ""TweetYourNovel"", ""screen_name"": ""TweetYourNovel""}, {""id"": 3318192802, ""name"": ""books2delight"", ""screen_name"": ""books2delight""}, {""id"": 2701987350, ""name"": ""Book Tweeps"", ""screen_name"": ""BookTweepz""}, {""id"": 2184320539, ""name"": ""Book Buzzers"", ""screen_name"": ""BookBuzzers""}, {""id"": 328695608, ""name"": ""TYB Book Promotions"", ""screen_name"": ""TweetYourBooks""}, {""id"": 319962159, ""name"": ""Author #BookBoost"", ""screen_name"": ""AuthorBookBoost""}, {""id"": 225010383, ""name"": ""WriteIntoPrint"", ""screen_name"": ""WriteIntoPrint""}]}, ""source"": ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"", ""text"": ""RT @DrJimmyStar: For great book promotion follow @tweetyournovel @books2delight @BookTweepz @BookBuzzers @TweetYourBooks @AuthorBookBoost @\u2026"", ""urls"": [], ""user_mentions"": [{""id"": 26570863, ""name"": ""Jimmy Star"", ""screen_name"": ""DrJimmyStar""}, {""id"": 287285192, ""name"": ""TweetYourNovel"", ""screen_name"": ""TweetYourNovel""}, {""id"": 3318192802, ""name"": ""books2delight"", ""screen_name"": ""books2delight""}, {""id"": 2701987350, ""name"": ""Book Tweeps"", ""screen_name"": ""BookTweepz""}, {""id"": 2184320539, ""name"": ""Book Buzzers"", ""screen_name"": ""BookBuzzers""}, {""id"": 328695608, ""name"": ""TYB Book Promotions"", ""screen_name"": ""TweetYourBooks""}, {""id"": 319962159, ""name"": ""Author #BookBoost"", ""screen_name"": ""AuthorBookBoost""}]}",TRUE,FALSE,FALSE,hataway Davies,1
33718831,33718831,cocolee117,asia,"This is CoCo Lee. Recording Artist, Actress, Song Writer, Producer, Chinese Idol judge... http://t.co/1GcAncosx0",None,99158,2692,943,Mon Apr 20 23:42:22 +0000 2009,150,TRUE,16524,en,"{u'contributors': None, u'truncated': False, u'text': u'\u548c \u5468\u51ac\u96e8... \U0001f61b ... happy day! \U0001f606she is soooo funny!!!!! \U0001f60d https://t.co/S3i92ZEZBG', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 835887782182662144, u'favorite_count': 23, u'source': u'<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/S3i92ZEZBG', u'indices': [53, 76], u'expanded_url': u'https://www.instagram.com/p/BQ-znekAMWx/', u'display_url': u'instagram.com/p/BQ-znekAMWx/'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 2, u'id_str': u'835887782182662144', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'zh', u'created_at': u'Sun Feb 26 16:22:31 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",FALSE,FALSE,FALSE,coco lee,0
7861312,7861312,feliciaday,"Los Angeles, CA","Actress, New Media Geek, Author, Gamer, Misanthrope. I like to keep my Tweets real and not waste people's time.",http://t.co/Ux6UdnRk8F,2944752,555,32524,7/31/2007 22:58,32759,TRUE,30143,en,"Status(contributors=None, truncated=False, text=u'@garywhitta love that con!', is_quote_status=False, in_reply_to_status_id=841386887478558720, id=841387404728586240, favorite_count=3, _api=<tweepy.api.API object at 0x102e916d0>, source=u'Twitter for iPhone', _json={u'contributors': None, u'truncated': False, u'text': u'@garywhitta love that con!', u'is_quote_status': False, u'in_reply_to_status_id': 841386887478558720, u'id': 841387404728586240, u'favorite_count': 3, u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 14563376, u'indices': [0, 11], u'id_str': u'14563376', u'screen_name': u'garywhitta', u'name': u'Gary Whitta\U0001f5fd'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': u'garywhitta', u'in_reply_to_user_id': 14563376, u'retweet_count': 2, u'id_str': u'841387404728586240', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': u'14563376', u'lang': u'en', u'created_at': u'Mon Mar 13 20:36:04 +0000 2017', u'in_reply_to_status_id_str': u'841386887478558720', u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [{u'id': 14563376, u'indices': [0, 11], u'id_str': u'14563376', u'screen_name': u'garywhitta', u'name': u'Gary Whitta\U0001f5fd'}], u'hashtags': [], u'urls': []}, in_reply_to_screen_name=u'garywhitta', id_str=u'841387404728586240', retweet_count=2, in_reply_to_user_id=14563376, favorited=False, source_url=u'http://twitter.com/download/iphone', geo=None, in_reply_to_user_id_str=u'14563376', lang=u'en', created_at=datetime.datetime(2017, 3, 13, 20, 36, 4), in_reply_to_status_id_str=u'841386887478558720', place=None, retweeted=False)",FALSE,FALSE,TRUE,Felicia Day,0
146563007,146563007,KhunNuOh,PSU ��o�_�.(�����_�_� ���,None,None,35,134,7,5/21/2010 19:16,17,FALSE,989,en,None,FALSE,FALSE,FALSE,SusiiOh,0
18839785,18839785,narendramodi,India,Prime Minister of India,http://t.co/i7NW4Bof2G,27878790,1688,20383,1/10/2009 17:18,0,TRUE,14354,en,"Status(_api=<tweepy.api.API object at 0x7f6b03b8a0f0>, contributors=None, id_str='841312780770717700', place=None, source='Twitter Web Client', entities={'urls': [{'expanded_url': 'https://twitter.com/ramsa_b/status/841147876424241153', 'url': 'https://t.co/GuS9uty9kf', 'indices': [11, 34], 'display_url': 'twitter.com/ramsa_b/status��_'}], 'symbols': [], 'user_mentions': [], 'hashtags': []}, in_reply_to_status_id_str=None, coordinates=None, id=841312780770717700, truncated=False, created_at=datetime.datetime(2017, 3, 13, 15, 39, 32), text='Thank you. https://t.co/GuS9uty9kf', quoted_status_id_str='841147876424241153', quoted_status_id=841147876424241153, lang='en', favorite_count=4583, retweet_count=691, favorited=False, source_url='http://twitter.com', possibly_sensitive=False, in_reply_to_user_id=None, is_quote_status=True, _json={'retweeted': False, 'contributors': None, 'id_str': '841312780770717700', 'place': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_user_id': None, 'in_reply_to_status_id_str': None, 'coordinates': None, 'id': 841312780770717700, 'created_at': 'Mon Mar 13 15:39:32 +0000 2017', 'text': 'Thank you. https://t.co/GuS9uty9kf', 'quoted_status_id_str': '841147876424241153', 'quoted_status_id': 841147876424241153, 'lang': 'en', 'favorite_count': 4583, 'retweet_count': 691, 'favorited': False, 'possibly_sensitive': False, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/ramsa_b/status/841147876424241153', 'url': 'https://t.co/GuS9uty9kf', 'indices': [11, 34], 'display_url': 'twitter.com/ramsa_b/status��_'}], 'symbols': [], 'user_mentions': [], 'hashtags': []}, 'is_quote_status': True, 'geo': None, 'in_reply_to_status_id': None, 'in_reply_to_screen_name': None, 'truncated': False, 'in_reply_to_user_id_str': None}, retweeted=False, in_reply_to_status_id=None, in_reply_to_screen_name=None, geo=None, in_reply_to_user_id_str=None)",FALSE,FALSE,TRUE,Narendra Modi,0
7.82E+17,7.82E+17,maryland_vernon,None,1 Bristolia.,None,2,52,0,Sun Oct 02 04:26:11 +0000 2016,87,FALSE,128,en,"{""created_at"": ""Mon Mar 13 02:57:17 +0000 2017"", ""hashtags"": [], ""id"": 841120956605202432, ""id_str"": ""841120956605202432"", ""lang"": ""en"", ""retweet_count"": 1124, ""retweeted_status"": {""created_at"": ""Mon Mar 13 02:26:31 +0000 2017"", ""favorite_count"": 384, ""hashtags"": [], ""id"": 841113211508281344, ""id_str"": ""841113211508281344"", ""lang"": ""en"", ""retweet_count"": 1124, ""source"": ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"", ""text"": ""For great book promotion follow @tweetyournovel @books2delight @BookTweepz @BookBuzzers @TweetYourBooks @AuthorBookBoost @WriteIntoPrint"", ""urls"": [], ""user_mentions"": [{""id"": 287285192, ""name"": ""TweetYourNovel"", ""screen_name"": ""TweetYourNovel""}, {""id"": 3318192802, ""name"": ""books2delight"", ""screen_name"": ""books2delight""}, {""id"": 2701987350, ""name"": ""Book Tweeps"", ""screen_name"": ""BookTweepz""}, {""id"": 2184320539, ""name"": ""Book Buzzers"", ""screen_name"": ""BookBuzzers""}, {""id"": 328695608, ""name"": ""TYB Book Promotions"", ""screen_name"": ""TweetYourBooks""}, {""id"": 319962159, ""name"": ""Author #BookBoost"", ""screen_name"": ""AuthorBookBoost""}, {""id"": 225010383, ""name"": ""WriteIntoPrint"", ""screen_name"": ""WriteIntoPrint""}]}, ""source"": ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"", ""text"": ""RT @DrJimmyStar: For great book promotion follow @tweetyournovel @books2delight @BookTweepz @BookBuzzers @TweetYourBooks @AuthorBookBoost @\u2026"", ""urls"": [], ""user_mentions"": [{""id"": 26570863, ""name"": ""Jimmy Star"", ""screen_name"": ""DrJimmyStar""}, {""id"": 287285192, ""name"": ""TweetYourNovel"", ""screen_name"": ""TweetYourNovel""}, {""id"": 3318192802, ""name"": ""books2delight"", ""screen_name"": ""books2delight""}, {""id"": 2701987350, ""name"": ""Book Tweeps"", ""screen_name"": ""BookTweepz""}, {""id"": 2184320539, ""name"": ""Book Buzzers"", ""screen_name"": ""BookBuzzers""}, {""id"": 328695608, ""name"": ""TYB Book Promotions"", ""screen_name"": ""TweetYourBooks""}, {""id"": 319962159, ""name"": ""Author #BookBoost"", ""screen_name"": ""AuthorBookBoost""}]}",TRUE,FALSE,FALSE,Maryland Vernon,1
84358766,84358766,TherealTaraji,Everywhere Love IS,Taraji aka TJ was born and raised in Washington DC.  Single mother and doin the damn thang!,http://t.co/gC5j5kFPVS,4763532,742,8997,Thu Oct 22 16:02:35 +0000 2009,158,TRUE,20404,en,"{u'contributors': None, u'truncated': False, u'text': u'Ladies this is how he stays so puuuurrrrrty \U0001f602\U0001f602\U0001f602\U0001f602 Happy Birthday Terri @terrencehoward damn how\u2026 https://t.co/nzRkt5oJJ4', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 840664815995613185, u'favorite_count': 746, u'source': u'<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 2981558177, u'indices': [70, 85], u'id_str': u'2981558177', u'screen_name': u'terrencehoward', u'name': u'Terrence D Howard'}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/nzRkt5oJJ4', u'indices': [96, 119], u'expanded_url': u'https://www.instagram.com/p/BRgv9cYg6PH/', u'display_url': u'instagram.com/p/BRgv9cYg6PH/'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 109, u'id_str': u'840664815995613185', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Sat Mar 11 20:44:45 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",FALSE,FALSE,FALSE,Taraji P. Henson,0
873715682,873715682,SylverBot,None,My favourite animal is female human wearing clothes.,None,856,1078,7,Thu Oct 11 14:23:53 +0000 2012,0,FALSE,130262,en,"{'created_at': 'Mon Mar 13 20:05:25 +0000 2017', 'id': 841379694851186688, 'id_str': '841379694851186688', 'text': 'We are a band of Diglett thieves known as the band of Diglett thieves.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,Pussy-kun,1
8.02E+17,8.02E+17,Kaiser_1917,"Berlin, Germany",The official Twitter account of the German Empire.,https://t.co/8EKGqVmaJR,1717,25,53,11/24/2016 10:09,0,FALSE,9,en,"Status(contributors=None, truncated=False, text=u'Over the last seven days, our submarines have sunk 71 vessels #1917LIVE https://t.co/ptN2sVAVYa', is_quote_status=False, in_reply_to_status_id=None, id=835781364247035904, favorite_count=28, _api=<tweepy.api.API object at 0x102e916d0>, source=u'TweetDeck', _json={u'contributors': None, u'truncated': False, u'text': u'Over the last seven days, our submarines have sunk 71 vessels #1917LIVE https://t.co/ptN2sVAVYa', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 835781364247035904, u'favorite_count': 28, u'source': u'<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [62, 71], u'text': u'1917LIVE'}], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/Kaiser_1917/status/835781364247035904/photo/1', u'display_url': u'pic.twitter.com/ptN2sVAVYa', u'url': u'https://t.co/ptN2sVAVYa', u'media_url_https': u'https://pbs.twimg.com/media/C5lKsXCWAAQcweb.jpg', u'id_str': u'835781331812483076', u'sizes': {u'large': {u'h': 467, u'resize': u'fit', u'w': 640}, u'small': {u'h': 467, u'resize': u'fit', u'w': 640}, u'medium': {u'h': 467, u'resize': u'fit', u'w': 640}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [72, 95], u'type': u'photo', u'id': 835781331812483076, u'media_url': u'http://pbs.twimg.com/media/C5lKsXCWAAQcweb.jpg'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 17, u'id_str': u'835781364247035904', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Sun Feb 26 09:19:39 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None, u'extended_entities': {u'media': [{u'expanded_url': u'https://twitter.com/Kaiser_1917/status/835781364247035904/photo/1', u'display_url': u'pic.twitter.com/ptN2sVAVYa', u'url': u'https://t.co/ptN2sVAVYa', u'media_url_https': u'https://pbs.twimg.com/media/C5lKsXCWAAQcweb.jpg', u'id_str': u'835781331812483076', u'sizes': {u'large': {u'h': 467, u'resize': u'fit', u'w': 640}, u'small': {u'h': 467, u'resize': u'fit', u'w': 640}, u'medium': {u'h': 467, u'resize': u'fit', u'w': 640}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [72, 95], u'type': u'photo', u'id': 835781331812483076, u'media_url': u'http://pbs.twimg.com/media/C5lKsXCWAAQcweb.jpg'}]}}, coordinates=None, entities={u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [62, 71], u'text': u'1917LIVE'}], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/Kaiser_1917/status/835781364247035904/photo/1', u'display_url': u'pic.twitter.com/ptN2sVAVYa', u'url': u'https://t.co/ptN2sVAVYa', u'media_url_https': u'https://pbs.twimg.com/media/C5lKsXCWAAQcweb.jpg', u'id_str': u'835781331812483076', u'sizes': {u'large': {u'h': 467, u'resize': u'fit', u'w': 640}, u'small': {u'h': 467, u'resize': u'fit', u'w': 640}, u'medium': {u'h': 467, u'resize': u'fit', u'w': 640}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [72, 95], u'type': u'photo', u'id': 835781331812483076, u'media_url': u'http://pbs.twimg.com/media/C5lKsXCWAAQcweb.jpg'}]}, in_reply_to_screen_name=None, id_str=u'835781364247035904', retweet_count=17, in_reply_to_user_id=None, favorited=False, source_url=u'https://about.twitter.com/products/tweetdeck', geo=None, in_reply_to_user_id_str=None, possibly_sensitive=False, lang=u'en', created_at=datetime.datetime(2017, 2, 26, 9, 19, 39), in_reply_to_status_id_str=None, place=None, extended_entities={u'media': [{u'expanded_url': u'https://twitter.com/Kaiser_1917/status/835781364247035904/photo/1', u'display_url': u'pic.twitter.com/ptN2sVAVYa', u'url': u'https://t.co/ptN2sVAVYa', u'media_url_https': u'https://pbs.twimg.com/media/C5lKsXCWAAQcweb.jpg', u'id_str': u'835781331812483076', u'sizes': {u'large': {u'h': 467, u'resize': u'fit', u'w': 640}, u'small': {u'h': 467, u'resize': u'fit', u'w': 640}, u'medium': {u'h': 467, u'resize': u'fit', u'w': 640}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [72, 95], u'type': u'photo', u'id': 835781331812483076, u'media_url': u'http://pbs.twimg.com/media/C5lKsXCWAAQcweb.jpg'}]}, retweeted=False)",TRUE,FALSE,FALSE,Kaiser Germany,0
